"Referencia","Descricao","Valor","DataCriacao"
"605.266",FRESA TOPO ESF CON DIAM D0.50 D76 HASTE4,60.40,2025-08-26 02:26:12.430
"605.268",FRESA TOPO TOROI DIAM D6 R0.50D126 HAST,503.10,2025-08-26 02:26:12.430
"605.269","FRESA TOPO ESFER MD 2C D2,00 H6 PESC.16",422.10,2025-08-26 02:26:12.430
"605.270",FRES T ESF MD2CD1.50H6P20(1X100050.0015),498.30,2025-08-26 02:26:12.430
"605.271",FRES TOP ES MD2CD0.50H6PESC.08(71790/30),861.00,2025-08-26 02:26:12.430
"605.299","FRESA TOPO TOR MD 4C D4.0 H6 R0,50PESC10",246.30,2025-08-26 02:26:12.430
"605.300","FRESA TOPO TOR. MD 4C D3.0 H6R0,5 PESC16",227.40,2025-08-26 02:26:12.430
"605.307",FRESA MD 2E 1 X 0.8(6) X 45 H04 BLUE,278.40,2025-08-26 02:26:12.430
"605.308",FRESA MD 2E 1.5 X 1.5(10) X 50 H06 BLUE,302.10,2025-08-26 02:26:12.430
"609.229","FRESA MD3C1,8-045-04,5LN16HA03HS600",108.90,2025-08-26 02:26:12.430
"609.230","FRESA MD 2CESF03,0-060-04,5LN16HA06ST600",130.00,2025-08-26 02:26:12.430
"6100-1",Peça de mão,33660.00,2025-08-26 02:26:11.813
"6100-8",Kit Retrofit Intel para Virtuo VivoTM,13710.00,2025-08-26 02:26:12.506
"6100-9",Kit Retrofit Ryzen para Virtuo VivoTM,4350.00,2025-08-26 02:26:12.506
"6101-6RE",VV Handpiece Replacement Unit (HP+Box),19732.00,2025-08-26 02:26:12.540
"6130-2",VV Replacement HP cable,987.00,2025-08-26 02:26:12.540
"6140-6RE1",VirtuoVivo Replacement Sleeve (1x),1615.00,2025-08-26 02:26:12.540
"6140-6RE2",VirtuoVivo Replacement Sleeve (2x),4306.00,2025-08-26 02:26:12.540
"616.1288-21","SLEEVE.FADIGA.IMP.HELIX.D3,75x10",6.87,2025-08-26 02:26:12.506
"6190-1",Virtuo VivoTM Handpiece Sleeves,4206.75,2025-08-26 02:26:11.900
"6195-1",VV Replacement SharpAdjust Unit,3050.00,2025-08-26 02:26:12.540
"62021300.00",MAT. EXP. OUTRAS CAPAS FEMININAS,72.00,2025-08-26 02:26:12.516
"6250-1",CARES® IO portable client box,451.00,2025-08-26 02:26:12.193
"6255-1",CARES® IO portable travel case,1714.00,2025-08-26 02:26:12.193
"6300-1",Virtuo VivoTM IO HP + POD,89900.00,2025-08-26 02:26:11.650
"6310-1",Laptop Generico,14000.00,2025-08-26 02:26:12.466
"6310-1-AL",Laptop Alienware,15090.00,2025-08-26 02:26:12.506
"6310-1-AV",Laptop Avell,14000.00,2025-08-26 02:26:12.466
"6310-1-PR",Laptop Dell Precision EN Keyboard,15090.00,2025-08-26 02:26:12.490
"6311-5",VV Replacement POD Unit,3200.00,2025-08-26 02:26:12.540
"661550363",GORRO DE AMARRAR LISO,37.00,2025-08-26 02:26:12.583
"70-0040",CARES® IO client crate,976.00,2025-08-26 02:26:12.193
"70-0045",CARES® IO handpiece case,274.00,2025-08-26 02:26:12.193
"701159",Ti Gr 4 Mat-ID=513 redondo 98.3 x 8mm,356.90,2025-08-26 02:26:12.433
"701160",Ti Gr 4 Mat-ID=513 redondo 98.3 x 10mm,382.50,2025-08-26 02:26:12.433
"701162",Ti Gr 4 Mat-ID=513 redondo 98.3 x 12mm,430.90,2025-08-26 02:26:12.433
"701163",Ti Gr 4 Mat-ID=513 redondo 98.3 x 13.5mm,458.90,2025-08-26 02:26:12.433
"701164",Ti Gr 4 Mat-ID=513 redondo 98.3 x 15mm,514.90,2025-08-26 02:26:12.433
"701165",Ti Gr 4 Mat-ID=513 redondo 98.3 x 17.5mm,517.90,2025-08-26 02:26:12.433
"701166",Ti Gr 4 Mat-ID=513 redondo 98.3 x 20mm,542.10,2025-08-26 02:26:12.433
"701459","ZERION, 0 MAT-ID=5436 DISCO 98,3 X 14MM",446.90,2025-08-26 02:26:12.433
"701460","ZERION, 0 MAT-ID=5436 DISCO 98,3 X 18MM",1141.20,2025-08-26 02:26:12.433
"701461","ZERION, 0 MAT-ID=5436 DISCO 98,3 X 20MM",561.67,2025-08-26 02:26:12.476
"701465","ZERION, 20 MAT-ID=5438 DISCO 98,3 X 14MM",547.90,2025-08-26 02:26:12.433
"701466","ZERION, 20 MAT-ID=5438 DISCO 98,3 X 18MM",1097.20,2025-08-26 02:26:12.433
"701467","ZERION, 20 MAT-ID=5438 DISCO 98,3 X 20MM",1051.80,2025-08-26 02:26:12.433
"701470","ZERION, 30 MAT-ID=5440 DISCO 98,3 X 14MM",389.20,2025-08-26 02:26:12.433
"701471","ZERION, 30 MAT-ID=5440 DISCO 98,3 X 18MM",784.30,2025-08-26 02:26:12.433
"701472","ZERION, 30 MAT-ID=5440 DISCO 98,3 X 20MM",778.10,2025-08-26 02:26:12.433
"701475","ZERION, 40 MAT-ID=5441 DISCO 98,3 X 14MM",862.70,2025-08-26 02:26:12.433
"701476","ZERION, 40 MAT-ID=5441 DISCO 98,3 X 18MM",806.70,2025-08-26 02:26:12.433
"701477","ZERION, 40 MAT-ID=5441 DISCO 98,3 X 20MM",474.69,2025-08-26 02:26:12.476
"701505","ZERION, 10 MAT-ID=5437 DISCO 98,3 X 14MM",338.00,2025-08-26 02:26:12.433
"701506","ZERION, 10 MAT-ID=5437 DISCO 98,3 X 18MM",709.30,2025-08-26 02:26:12.433
"701507","ZERION, 10 MAT-ID=5437 DISCO 98,3 X 20MM",715.36,2025-08-26 02:26:12.476
"701510","ZERION, 25 MAT-ID=5439 DISCO 98,3 X 14MM",377.60,2025-08-26 02:26:12.433
"701511","ZERION, 25 MAT-ID=5439 DISCO 98,3 X 18MM",1058.30,2025-08-26 02:26:12.433
"701512","ZERION, 25 MAT-ID=5439 DISCO 98,3 X 20MM",790.59,2025-08-26 02:26:12.476
"701515","ZERION, 50 MAT-ID=5442 DISCO 98,3 X 14MM",460.40,2025-08-26 02:26:12.433
"701516","ZERION, 50 MAT-ID=5442 DISCO 98,3 X 18MM",510.30,2025-08-26 02:26:12.433
"701517","ZERION, 50 MAT-ID=5442 DISCO 98,3 X 20MM",1074.15,2025-08-26 02:26:12.476
"701520","ZERION, 60 MAT-ID=5443 DISCO 98,3 X 14MM",475.70,2025-08-26 02:26:12.433
"701521","ZERION, 60 MAT-ID=5443 DISCO 98,3 X 18MM",692.50,2025-08-26 02:26:12.433
"701522","ZERION, 60 MAT-ID=5443 DISCO 98,3 X 20MM",1092.03,2025-08-26 02:26:12.476
"701525","ZERION, 70 MAT-ID=5444 DISCO 98,3 X 14MM",954.80,2025-08-26 02:26:12.433
"701526","ZERION, 70 MAT-ID=5444 DISCO 98,3 X 18MM",1290.60,2025-08-26 02:26:12.433
"701527","ZERION, 70 MAT-ID=5444 DISCO 98,3 X 20MM",1314.76,2025-08-26 02:26:12.476
"701535",coron Mat-ID=526 redondo 98.3 x 8mm,418.26,2025-08-26 02:26:12.476
"701536",coron Mat-ID=526 redondo 98.3 x 10mm,669.80,2025-08-26 02:26:12.433
"701537",coron Mat-ID=526 redondo 98.3 x 12mm,844.00,2025-08-26 02:26:12.433
"701538",coron Mat-ID=526 redondo 98.3 x 13.5mm,866.20,2025-08-26 02:26:12.433
"701539",coron Mat-ID=526 redondo 98.3 x 15mm,638.90,2025-08-26 02:26:12.433
"701540",coron Mat-ID=526 redondo 98.3 x 17.5mm,754.60,2025-08-26 02:26:12.433
"701821",BLC TITANIO HE D11.5MM-BLK,23.76,2025-08-26 02:26:12.476
"701823",BLC TITANIO CM EXACT D11.5MM-BLK,40.50,2025-08-26 02:26:12.433
"701824",BLC TITANIO CM EXACT D15.8MM-BLK,34.10,2025-08-26 02:26:12.433
"702029","coron Mat-ID=526 redondo 98,3 x 20mm",845.60,2025-08-26 02:26:12.433
"702878",EMB PLÁSTICA ALINHADORES PRIVATE LABEL,1.00,2025-08-26 02:26:11.600
"702907",UN LOG FUNDO AUTO TAMPA ROXA P/ COMP,0.22,2025-08-26 02:26:12.506
"704080",BLOCO OSSEO 2X2X4 CM,22.73,2025-08-26 02:26:12.516
"704271",FRASCO PLASTICO 1L,4.07,2025-08-26 02:26:12.523
"704272",FRASCO 600ML,3.00,2025-08-26 02:26:12.540
"704310",BISFENOL-A ETOXILADO(4) DIMETACRILATO,104.82,2025-08-26 02:26:12.523
"704669",EMB. CART. KIT SMILINK,55.12,2025-08-26 02:26:12.530
"704670",MANUAL DE USO ALINHADOR SL,0.81,2025-08-26 02:26:12.530
"704672",SL CASE,19.02,2025-08-26 02:26:12.530
"704762",ESTOJO PARA ALINHADORES/CONTENÇÃO,29.90,2025-08-26 02:26:12.526
"72041000.00",RESIDUOS DE FERRO,10.00,2025-08-26 02:26:12.416
"72042100.00",RESIDUOS DE AÇO INOXIDÁVEIS,5.00,2025-08-26 02:26:12.416
"72042900.00",RESIDUOS DE AÇO (OUTROS),5.00,2025-08-26 02:26:12.510
"72209000.00",MAT. CONS. OUTRAS PEÇAS AÇO INOXIDÁVEL,3.00,2025-08-26 02:26:12.420
"74040000.00",MAT. CONS. RESIDUOS DE COBRE,10.00,2025-08-26 02:26:12.416
"760058-STM","VITABLOCS Mark II, I12,0M1C (5Stk)",246.00,2025-08-26 02:26:12.196
"760067-STM","VITABLOCS Mark II, I14, 0M1C (5Stk)",282.00,2025-08-26 02:26:12.196
"760122-STM",ZOLID-SHT 12mm,542.00,2025-08-26 02:26:12.126
"760123-STM",ZOLID-SHT 14mm,620.00,2025-08-26 02:26:12.126
"760124-STM",ZOLID-SHT 16mm,659.00,2025-08-26 02:26:12.126
"760125-STM",ZOLID-SHT 18mm,737.00,2025-08-26 02:26:12.126
"760126-STM",ZOLID-SHT 20mm,776.00,2025-08-26 02:26:12.126
"760127-STM",ZOLID-SHT 25mm,893.00,2025-08-26 02:26:12.126
"760130-STM",ZOLID-SHT 98x12mm,1101.00,2025-08-26 02:26:11.813
"760131-STM",ZOLID-SHT 98x14mm,1162.00,2025-08-26 02:26:11.816
"760132-STM",ZOLID-SHT 98x16mm,1359.00,2025-08-26 02:26:11.816
"760133-STM",ZOLID-SHT 98x18mm,1421.00,2025-08-26 02:26:11.816
"760134-STM",ZOLID-SHT 98x20mm,1550.00,2025-08-26 02:26:11.816
"760162-STM",ZOLID-HT 12mm,464.00,2025-08-26 02:26:12.126
"760163-STM",ZOLID-HT 14mm,542.00,2025-08-26 02:26:12.126
"760164-STM",ZOLID-HT 16mm,581.00,2025-08-26 02:26:12.126
"760165-STM",ZOLID-HT 18mm,659.00,2025-08-26 02:26:12.130
"760166-STM",ZOLID-HT 20mm,698.00,2025-08-26 02:26:12.130
"760167-STM",ZOLID-HT 25mm,815.00,2025-08-26 02:26:12.130
"760172-STM",ZI 12mm,425.00,2025-08-26 02:26:12.130
"760173-STM",ZI 14mm,503.00,2025-08-26 02:26:12.130
"760174-STM",ZI 16mm,542.00,2025-08-26 02:26:12.130
"760175-STM",ZI 25mm,776.00,2025-08-26 02:26:12.130
"760176-STM",ZI 18mm,620.00,2025-08-26 02:26:12.130
"760184-STM",ZI 20mm,659.00,2025-08-26 02:26:12.130
"76020000.00",MAT. CONS. RESIDUOS DE ALUMÍNIO,10.00,2025-08-26 02:26:12.416
"760221-STM",ZI 98x14mm,1002.00,2025-08-26 02:26:11.816
"760223-STM",ZI 98x16mm,1101.00,2025-08-26 02:26:11.816
"760225-STM",ZI 98x18mm,1230.00,2025-08-26 02:26:11.816
"760227-STM",ZI 98x20mm,1291.00,2025-08-26 02:26:11.816
"760229-STM",ZI 98x25mm,1550.00,2025-08-26 02:26:11.816
"760240-STM",ZOLID-HT 98x25mm,893.00,2025-08-26 02:26:12.130
"760242-STM",ZOLID-HT 98x20mm,776.00,2025-08-26 02:26:12.130
"760244-STM",ZOLID-HT 98x18mm,737.00,2025-08-26 02:26:12.130
"760246-STM",ZOLID-HT 98x16mm,659.00,2025-08-26 02:26:12.130
"760248-STM",ZOLID-HT 98x14mm,620.00,2025-08-26 02:26:12.130
"760250-STM",ZOLID-HT 98x12mm,542.00,2025-08-26 02:26:12.130
"760252-STM",ZOLID-HT 98x10mm,503.00,2025-08-26 02:26:12.130
"760255-STM",ZOLID-HT preshade 0 98x12mm,542.00,2025-08-26 02:26:12.130
"760257-STM",ZOLID-HT preshade 0 98x16mm,659.00,2025-08-26 02:26:12.130
"760259-STM",ZOLID-HT preshade 0 98x20mm,776.00,2025-08-26 02:26:12.130
"760261-STM",ZOLID-HT preshade 1 98x12mm,542.00,2025-08-26 02:26:12.130
"760263-STM",ZOLID-HT preshade 1 98x16mm,659.00,2025-08-26 02:26:12.130
"760265-STM",ZOLID-HT preshade 1 98x20mm,776.00,2025-08-26 02:26:12.130
"760267-STM",ZOLID-HT preshade 2 98x12mm,542.00,2025-08-26 02:26:12.130
"760269-STM",ZOLID-HT preshade 2 98x16mm,659.00,2025-08-26 02:26:12.130
"760271-STM",ZOLID-HT preshade 2 98x20mm,776.00,2025-08-26 02:26:12.130
"760273-STM",ZOLID-HT preshade 3 98x12mm,542.00,2025-08-26 02:26:12.130
"760275-STM",ZOLID-HT preshade 3 98x16mm,659.00,2025-08-26 02:26:12.130
"760277-STM",ZOLID-HT preshade 3 98x20mm,776.00,2025-08-26 02:26:12.130
"760301-STM",PZ en Bruto pruebas Straumann Cares,113.00,2025-08-26 02:26:12.196
"760302-STM",WAX 71 L,230.00,2025-08-26 02:26:12.196
"760303-STM",PMMA 71 L,113.00,2025-08-26 02:26:12.196
"760307-STM",WAX 71 XS (13mm),176.00,2025-08-26 02:26:12.196
"760311-STM",PMMA 71 XS (13mm),74.00,2025-08-26 02:26:12.196
"760313-STM",Ceramill WAX white 71 L,113.00,2025-08-26 02:26:12.196
"760315-STM",WAX white 71 XS (1pcs),98.00,2025-08-26 02:26:12.196
"760317-STM",Splintec 71 XS (13 mm),191.13,2025-08-26 02:26:12.196
"760318-STM",Splintec 71 L (20 mm),230.14,2025-08-26 02:26:12.196
"760320-STM",TEMP light 71 XS (13mm),269.00,2025-08-26 02:26:12.196
"760321-STM",TEMP middle 71 XS (13mm),269.00,2025-08-26 02:26:12.196
"760322-STM",TEMP dark 71 XS (13mm),269.00,2025-08-26 02:26:12.196
"760323-STM",TEMP light 71 L (20mm),332.00,2025-08-26 02:26:12.196
"760324-STM",TEMP middle 71 L (20mm),332.00,2025-08-26 02:26:12.196
"760325-STM",TEMP dark 71 L (20mm),332.00,2025-08-26 02:26:12.196
"760334-STM",TEMP bleach 71 XS (13 mm),269.00,2025-08-26 02:26:12.196
"760335-STM",TEMP bleach 71 L (20 mm),332.00,2025-08-26 02:26:12.196
"760337-STM",ZOLID-HT preshade 0 12mm,464.00,2025-08-26 02:26:12.130
"760338-STM",ZOLID-HT preshade 0 16mm,581.00,2025-08-26 02:26:12.130
"760339-STM",ZOLID-HT preshade 0 20mm,698.00,2025-08-26 02:26:12.130
"760340-STM",ZOLID-HT preshade 1 12mm,464.00,2025-08-26 02:26:12.130
"760341-STM",ZOLID-HT preshade 1 16mm,581.00,2025-08-26 02:26:12.130
"760342-STM",ZOLID-HT preshade 1 20mm,698.00,2025-08-26 02:26:12.130
"760343-STM",ZOLID-HT preshade 2 12mm,464.00,2025-08-26 02:26:12.130
"760344-STM",ZOLID-HT preshade 2 16mm,581.00,2025-08-26 02:26:12.130
"760345-STM",ZOLID-HT preshade  2 20mm,698.00,2025-08-26 02:26:12.130
"760346-STM",ZOLID-HT preshade 3 12mm,464.00,2025-08-26 02:26:12.130
"760347-STM",ZOLID-HT preshade 3 16mm,581.00,2025-08-26 02:26:12.130
"760348-STM",ZOLID-HT preshade 3 20mm,698.00,2025-08-26 02:26:12.130
"760349-STM",Stain & Glaze Kit update,5559.00,2025-08-26 02:26:11.903
"760351-STM",Stain yellow,357.00,2025-08-26 02:26:11.903
"760352-STM",Stain orange,357.00,2025-08-26 02:26:11.903
"760353-STM",Stain blue,357.00,2025-08-26 02:26:11.903
"760354-STM",Stain grey,357.00,2025-08-26 02:26:11.903
"760355-STM",Stain white,357.00,2025-08-26 02:26:11.903
"760356-STM",Stain A,357.00,2025-08-26 02:26:11.903
"760357-STM",Stain B,357.00,2025-08-26 02:26:11.903
"760358-STM",Stain C,357.00,2025-08-26 02:26:11.903
"760359-STM",Stain D,357.00,2025-08-26 02:26:11.903
"760360-STM",Glaze,344.00,2025-08-26 02:26:11.903
"760361-STM",Stain & Glaze Working Liquid,154.00,2025-08-26 02:26:11.903
"760362-STM",Stain & Glaze Reflow Liquid,154.00,2025-08-26 02:26:11.903
"760363-STM",Stain red,357.00,2025-08-26 02:26:11.903
"760364-STM",Stain gingiva,357.00,2025-08-26 02:26:11.903
"760365-STM",Stain brown,357.00,2025-08-26 02:26:11.903
"760366-STM",Stain eggshell,357.00,2025-08-26 02:26:11.903
"760367-STM",Stain bleach,357.00,2025-08-26 02:26:11.903
"760368-STM",Stain dark brown,357.00,2025-08-26 02:26:11.903
"760369-STM",Stain violett,357.00,2025-08-26 02:26:11.903
"760380-STM",TEMP Multilayer A1/A2 71 XS,269.00,2025-08-26 02:26:12.196
"760381-STM",TEMP Multilayer A3 71 XS,269.00,2025-08-26 02:26:12.196
"760382-STM",TEMP Multilayer B1/B2 71 XS,269.00,2025-08-26 02:26:12.196
"760383-STM",TEMP Multilayer C2/C3 71 XS,269.00,2025-08-26 02:26:12.196
"760384-STM",TEMP Multilayer A1/A2 71 L,331.56,2025-08-26 02:26:12.196
"760385-STM",TEMP Multilayer A3 71 L,331.56,2025-08-26 02:26:12.196
"760386-STM",TEMP Multilayer B1/B2 71 L,331.56,2025-08-26 02:26:12.196
"760387-STM",TEMP Multilayer C2/C3 71 L,331.56,2025-08-26 02:26:12.196
"760390-STM",PEEK XS (13 mm),698.00,2025-08-26 02:26:12.196
"760392-STM",PEEK L (20 mm),776.00,2025-08-26 02:26:12.196
"760395-STM",Splintec Standard 71 XS,113.12,2025-08-26 02:26:12.196
"760398-STM",Ceramill PEEK 98x12 N,815.00,2025-08-26 02:26:12.196
"760399-STM",Ceramill PEEK 98x20 N,893.00,2025-08-26 02:26:12.196
"760407-STM",PMMA 98x12 N,98.00,2025-08-26 02:26:12.196
"760408-STM",PMMA 98x20 N,137.00,2025-08-26 02:26:12.196
"760430-STM",Liquid A1,455.00,2025-08-26 02:26:11.903
"760432-STM",Liquid A2,455.00,2025-08-26 02:26:11.903
"760433-STM",Liquid A3,455.00,2025-08-26 02:26:11.903
"760434-STM",Liquid A3.5,455.00,2025-08-26 02:26:11.903
"760435-STM",Liquid A4,455.00,2025-08-26 02:26:11.903
"760436-STM",Liquid B1,455.00,2025-08-26 02:26:11.903
"760437-STM",Liquid B2,455.00,2025-08-26 02:26:11.903
"760438-STM",Liquid B3,455.00,2025-08-26 02:26:11.903
"760439-STM",Liquid B4,455.00,2025-08-26 02:26:11.903
"760440-STM",Liquid C1,455.00,2025-08-26 02:26:11.903
"760442-STM",Liquid C2,455.00,2025-08-26 02:26:11.903
"760443-STM",Liquid C3,455.00,2025-08-26 02:26:11.903
"760444-STM",Liquid C4,455.00,2025-08-26 02:26:11.903
"760445-STM",Liquid D2,455.00,2025-08-26 02:26:11.903
"760446-STM",Liquid D3,455.00,2025-08-26 02:26:11.903
"760447-STM",Liquid D4,455.00,2025-08-26 02:26:11.903
"760448-STM",Ceramill Dimmer Liquid small,74.00,2025-08-26 02:26:11.990
"760449-STM",Dimmer Liquid Refil,203.00,2025-08-26 02:26:11.903
"760450-STM",LATINHAS DE COLORANTE LIQUID (10 UN),148.00,2025-08-26 02:26:11.903
"760469-STM",Liquid Update,6033.00,2025-08-26 02:26:11.903
"760470-STM",Liquid completo,803.55,2025-08-26 02:26:12.196
"760471-STM",Liquid CL1 com latinha de colorante,443.00,2025-08-26 02:26:11.903
"760472-STM",Liquid CL2 com latinha de colorante,443.00,2025-08-26 02:26:11.906
"760473-STM",Liquid CL3 com latinha de colorante,443.00,2025-08-26 02:26:11.906
"760474-STM",Liquid CL4 com latinha de colorante,443.00,2025-08-26 02:26:11.906
"760476-STM",Liquid CL OR com latinha de colorante,763.00,2025-08-26 02:26:11.906
"760477-STM",Liquid CL GR com latinha de colorante,763.00,2025-08-26 02:26:11.906
"760478-STM","Liquid Brush, tamanho 1 (04 unidades)",84.65,2025-08-26 02:26:12.196
"760479-STM","Liquid Brush, tamanho 3 (04 unidades)",84.65,2025-08-26 02:26:12.196
"760480-STM",Liquid Eye 4x25ml,578.00,2025-08-26 02:26:11.906
"760481-STM",Liquid Eye red 25ml,154.00,2025-08-26 02:26:11.906
"760482-STM",Liquid Eye green 25ml,154.00,2025-08-26 02:26:11.906
"760483-STM",Liquid Eye blue 25ml,154.00,2025-08-26 02:26:11.906
"760484-STM",Liquid Eye yellow 25ml,154.00,2025-08-26 02:26:11.906
"760485-STM",Liquid RO,1064.00,2025-08-26 02:26:11.906
"760486-STM",Liquid GIN,1064.00,2025-08-26 02:26:11.906
"760487-STM",Liquid VIO,1064.00,2025-08-26 02:26:11.906
"760488-STM",Liquid OR,1064.00,2025-08-26 02:26:11.906
"760489-STM",Liquid GR,1064.00,2025-08-26 02:26:11.906
"760524-STM",WAX 98x14 N,357.00,2025-08-26 02:26:11.990
"760525-STM",WAX 98x20 N,443.00,2025-08-26 02:26:11.990
"760527-STM",WAX white 98x14 N,197.00,2025-08-26 02:26:11.990
"760528-STM",WAX white 98x20 N,228.00,2025-08-26 02:26:11.990
"760530-STM",Splintec 98x14 N,230.14,2025-08-26 02:26:12.196
"760531-STM",Splintec 98x20 N,269.15,2025-08-26 02:26:12.196
"760535-STM",Splintec Standard 98x12 N,136.52,2025-08-26 02:26:12.196
"760536-STM",Splintec Standard 98x20 N,175.53,2025-08-26 02:26:12.196
"760538-STM",TEMP light 98x14 N,308.16,2025-08-26 02:26:12.196
"760539-STM",TEMP middle 98x14 N,308.16,2025-08-26 02:26:12.196
"760540-STM",TEMP dark 98x14 N,308.16,2025-08-26 02:26:12.200
"760541-STM",TEMP light 98x20 N,386.17,2025-08-26 02:26:12.200
"760542-STM",TEMP middle 98x20 N,386.17,2025-08-26 02:26:12.200
"760543-STM",TEMP dark 98x20 N,386.17,2025-08-26 02:26:12.200
"760544-STM",TEMP bleach 98x14 N,308.16,2025-08-26 02:26:12.200
"760545-STM",TEMP bleach 98x20 N,386.17,2025-08-26 02:26:12.200
"760572-STM",TEMP Multilayer A1/A2 98x12 N,308.16,2025-08-26 02:26:12.200
"760573-STM",TEMP Multilayer A3 98x12 N,308.16,2025-08-26 02:26:12.200
"760574-STM",TEMP Multilayer B1/B2 98x12 N,308.16,2025-08-26 02:26:12.200
"760575-STM",TEMP Multilayer C2/C3 98x12 N,308.16,2025-08-26 02:26:12.200
"760576-STM",TEMP Multilayer A1/A2 98x20 N,386.17,2025-08-26 02:26:12.200
"760577-STM",TEMP Multilayer A3 98x20 N,386.17,2025-08-26 02:26:12.200
"760578-STM",TEMP Multilayer B1/B2 98x20 N,386.17,2025-08-26 02:26:12.200
"760579-STM",TEMP Multilayer C2/C3 98x20 N,386.17,2025-08-26 02:26:12.200
"760604-STM",Roto 1.0,269.00,2025-08-26 02:26:12.200
"760605-STM",Roto 2.5,269.00,2025-08-26 02:26:12.200
"760606-STM",Roto 0.6,269.00,2025-08-26 02:26:12.200
"760607-STM",Roto 0.3,269.00,2025-08-26 02:26:12.200
"760608-STM","Roto DMB DC 2,5",498.00,2025-08-26 02:26:12.200
"760609-STM","Roto DMB DC 1,0",498.00,2025-08-26 02:26:12.200
"760610-STM",Roto Poly 0.6,176.00,2025-08-26 02:26:12.200
"760611-STM",Roto Poly 1.0,176.00,2025-08-26 02:26:12.200
"760612-STM",Roto Poly 2.5,176.00,2025-08-26 02:26:12.200
"760613-STM","Roto DMB DC 0,6",498.00,2025-08-26 02:26:12.200
"760614-STM","Roto DMB DC 0,3",498.00,2025-08-26 02:26:12.200
"760615-STM",Roto Ti 1.0,176.00,2025-08-26 02:26:12.200
"760616-STM",Roto Ti 2.0,176.00,2025-08-26 02:26:12.200
"760624-STM",Ceramill Motion 2 diamond 1.0 ORANGE,113.12,2025-08-26 02:26:12.200
"760625-STM",Ceramill Motion 2 diamond 1.4 ORANGE,113.12,2025-08-26 02:26:12.200
"760626-STM",Ceramill Motion 2 diamond 1.8 ORANGE,113.12,2025-08-26 02:26:12.200
"760627-STM",M Series Diamond 0.4,137.00,2025-08-26 02:26:12.200
"760634-STM","Roto SC 2,5",266.00,2025-08-26 02:26:12.200
"760635-STM","Roto SC 1,0",266.00,2025-08-26 02:26:12.200
"760636-STM","Roto SC 0,6",266.00,2025-08-26 02:26:12.200
"760637-STM","Roto SC 0,3",266.00,2025-08-26 02:26:12.200
"760648-STM","Diamond 1,8",113.00,2025-08-26 02:26:12.200
"760649-STM","Diamond 1,4",113.00,2025-08-26 02:26:12.200
"760650N-STM",Diamond 1.0,113.00,2025-08-26 02:26:12.510
"760650-STM","Diamond 1,0",113.00,2025-08-26 02:26:12.200
"760651-STM","Diamond 0,4",137.00,2025-08-26 02:26:12.200
"760660-STM",Roto RFID 2.5 ZI,449.00,2025-08-26 02:26:11.816
"760661-STM",Roto RFID 1.0 ZI,449.00,2025-08-26 02:26:11.816
"760662-STM",Roto RFID 0.6 ZI,449.00,2025-08-26 02:26:11.816
"760663-STM",Roto RFID 0.3 ZI,449.00,2025-08-26 02:26:11.816
"760672-STM",Roto RFID 2.0 Ti,295.00,2025-08-26 02:26:11.906
"760673-STM",Roto RFID 1.0 Ti,295.00,2025-08-26 02:26:11.906
"760675-STM",Roto Diamond RFID 0.6,307.00,2025-08-26 02:26:11.906
"760676-STM",Roto Diamond RFID 1.8,258.00,2025-08-26 02:26:11.816
"760677-STM",Roto Diamond RFID 1.4,246.00,2025-08-26 02:26:11.816
"760678-STM",Roto Diamond RFID 1.0,246.00,2025-08-26 02:26:11.816
"760679-STM",Roto Diamond RFID 0.4,246.00,2025-08-26 02:26:11.816
"760684-STM",Roto RFID 2.5 DMB DC,873.00,2025-08-26 02:26:11.816
"760685-STM",Roto RFID 1.0 DMB DC,873.00,2025-08-26 02:26:11.816
"760686-STM",Roto RFID 0.6 DMB DC,873.00,2025-08-26 02:26:11.816
"760687-STM",Roto RFID 0.3 DMB DC,873.00,2025-08-26 02:26:11.816
"760973-STM",Bonding kit for ceramic blanks,326.00,2025-08-26 02:26:11.906
"760974-STM",Universalhalter f. Glaskeramikrohlinge,123.00,2025-08-26 02:26:11.906
"760975-STM",Adapter for e.max CAD (3 pcs),640.00,2025-08-26 02:26:11.906
"761101R-STM",Sintron 10mm,562.00,2025-08-26 02:26:12.200
"761102R-STM",Sintron 12mm,640.00,2025-08-26 02:26:12.200
"761103R-STM",Sintron 14mm,698.00,2025-08-26 02:26:12.200
"761104R-STM",Sintron 16mm,776.00,2025-08-26 02:26:12.200
"761105R-STM",Sintron 18mm,858.00,2025-08-26 02:26:12.200
"761106R-STM",Sintron 20mm,936.00,2025-08-26 02:26:12.200
"761107R-STM",Sintron 25mm,1088.00,2025-08-26 02:26:12.200
"761120-STM",Sintron 98x25mm,2005.00,2025-08-26 02:26:11.816
"761122-STM",Sintron 98x20mm,1734.00,2025-08-26 02:26:11.816
"761124-STM",Sintron 98x18mm,1599.00,2025-08-26 02:26:11.816
"761126-STM",Sintron 98x16mm,1470.00,2025-08-26 02:26:11.816
"761128-STM",Sintron 98x14mm,1334.00,2025-08-26 02:26:11.816
"761130-STM",Sintron 98x12mm,1205.00,2025-08-26 02:26:11.816
"761132-STM",Sintron 98x10mm,1064.00,2025-08-26 02:26:11.816
"761321-STM","VITA ENAMIC multiColor, 14, 1M1-HT(5Stk)",597.00,2025-08-26 02:26:12.210
